# SDSS-SOSS Airport Adaptation : nodes.txt
# 2014/04/11 07:30:00
# Airport: CLT
#
# Location (0,0) is at latitude: 35.214000, longitude 80.943139  in decimal degrees
#
#
# Nodes are in Node index order 
#
# X Coord 	Y Coord   	Node #	Name	Node Type	#From Links	#To Links
320.577565	679.382129	85	D7	GATE_NODE	1	1
299.517236	801.225956	86	D8	GATE_NODE	1	1
355.678354	687.587400	87	D9	GATE_NODE	1	1
159.724582	832.519269	88	E1	GATE_NODE	1	1
298.907060	1040.053451	89	E10	GATE_NODE	1	1
298.906963	954.671082	90	E11	GATE_NODE	1	1
334.618301	1040.662369	91	E12	GATE_NODE	1	1
330.650290	959.533784	92	E13	GATE_NODE	1	1
363.614611	1044.005830	93	E14	GATE_NODE	1	1
399.276871	1071.608743	94	E14A	GATE_NODE	1	1
372.771243	964.397008	95	E15	GATE_NODE	1	1
401.767643	1041.576589	96	E16	GATE_NODE	1	1
401.424892	1055.856588	97	E16A	GATE_NODE	1	1
395.357847	971.690387	98	E17	GATE_NODE	1	1
404.288921	1020.056234	99	E18	GATE_NODE	1	1
405.125052	994.479697	100	E19	GATE_NODE	1	1
171.628353	858.954579	101	E2	GATE_NODE	1	1
209.171128	1045.520351	102	E20	GATE_NODE	1	1
288.529471	1072.869127	103	E21	GATE_NODE	1	1
202.456223	1073.778430	104	E22	GATE_NODE	1	1
289.445177	1102.038938	105	E23	GATE_NODE	1	1
200.624908	1103.555877	106	E24	GATE_NODE	1	1
289.750431	1128.474065	107	E25	GATE_NODE	1	1
203.066734	1133.941121	108	E26	GATE_NODE	1	1
275.099703	1163.112742	109	E27	GATE_NODE	1	1
198.793625	1164.326224	110	E28	GATE_NODE	1	1
273.268383	1185.901585	111	E29	GATE_NODE	1	1
193.909746	882.655447	112	E3	GATE_NODE	1	1
198.488431	1192.888302	113	E30	GATE_NODE	1	1
274.489304	1207.171259	114	E31	GATE_NODE	1	1
202.456371	1216.284988	115	E32	GATE_NODE	1	1
273.573653	1227.529315	116	E33	GATE_NODE	1	1
203.677292	1238.466209	117	E34	GATE_NODE	1	1
273.573682	1253.052882	118	E35A	GATE_NODE	1	1
260.754280	1272.195193	119	E35B	GATE_NODE	1	1
204.592985	1258.216609	120	E36	GATE_NODE	1	1
218.328098	1274.017222	121	E38A	GATE_NODE	1	1
236.031118	1281.310098	122	E38B	GATE_NODE	1	1
135.001529	944.032492	123	E4	GATE_NODE	1	1
200.624709	911.521506	124	E5	GATE_NODE	1	1
215.580713	927.625982	125	E5A	GATE_NODE	1	1
167.965789	985.356863	126	E6	GATE_NODE	1	1
238.777776	946.161502	127	E7	GATE_NODE	1	1
198.793471	1015.134940	128	E8	GATE_NODE	1	1
264.416631	962.570189	129	E9	GATE_NODE	1	1
-701.618290	-214.526359	130	EXIT0	TAXI_NODE	3	3
-750.454107	-141.598146	131	EXIT1	TAXI_NODE	2	2
777.498409	843.489269	132	EXIT101	TAXI_NODE	3	3
-773.040641	418.097908	133	EXIT11	TAXI_NODE	2	2
-707.417474	322.683149	134	EXIT13	TAXI_NODE	3	3
694.475570	-366.453606	135	EXIT37	TAXI_NODE	2	2
759.489016	114.851785	136	EXIT39	TAXI_NODE	2	2
743.816383	66.490146	137	EXIT39s	TAXI_NODE	4	4
567.808750	401.369819	138	EXIT45	TAXI_NODE	5	5
612.982437	761.433266	139	EXIT56	TAXI_NODE	2	2
-692.156442	-825.571306	140	EXIT6	TAXI_NODE	2	2
-788.912284	632.010784	141	EXIT61	TAXI_NODE	2	2
-728.262223	-737.252056	142	EXIT6s	TAXI_NODE	2	2
-2013.070700	-674.216232	143	EXIT72	TAXI_NODE	2	2
-2046.546010	-618.794171	144	EXIT72s	TAXI_NODE	2	2
-1987.064856	-1065.513454	145	EXIT74	TAXI_NODE	2	2
-2095.926525	483.346181	146	EXIT78	TAXI_NODE	2	2
-2123.746730	838.356180	147	EXIT79	TAXI_NODE	2	2
769.648979	-228.991795	148	EXIT86	TAXI_NODE	3	3
696.031481	-202.715643	149	EXIT86s	TAXI_NODE	2	2
-755.337669	110.902637	150	EXIT9	TAXI_NODE	2	2
825.418273	640.520524	151	EXIT94	TAXI_NODE	2	2
814.035980	674.859760	152	EXIT94s	TAXI_NODE	2	2
-95.748728	-35.585100	153	EXIT95	TAXI_NODE	2	2
-31.589118	0.470812	154	EXIT95s	TAXI_NODE	3	3
1126.062319	-250.035797	155	GA1	GATE_NODE	4	4
1081.499718	-205.071207	156	GA10	RAMP_NODE	4	4
1007.635480	-235.160892	157	GA1A	RAMP_NODE	2	2
1030.526892	-439.042393	158	GA1B	GATE_NODE	1	1
1124.536260	-219.347023	159	GA2	GATE_NODE	4	4
1087.603933	-342.107320	160	GA21	RAMP_NODE	4	4
1088.824772	-371.580725	161	GA22	RAMP_NODE	4	4
1090.656059	-401.054055	162	GA23	RAMP_NODE	4	4
979.860101	-237.898565	163	GA2A	RAMP_NODE	2	2
1003.972408	-445.426213	164	GA2B	GATE_NODE	1	1
1121.789294	-194.127718	165	GA3	GATE_NODE	4	4
945.675022	-240.029115	166	GA3A	RAMP_NODE	2	2
975.891811	-448.163905	167	GA3B	GATE_NODE	2	2
1119.347570	-159.792838	168	GA4	GATE_NODE	3	3
1165.130980	-247.903949	169	GA5	GATE_NODE	4	4
1162.078804	-216.303822	170	GA6	GATE_NODE	4	4
1159.026618	-190.173013	171	GA7	GATE_NODE	4	4
1159.026683	-157.053239	172	GA8	GATE_NODE	3	3
1085.162326	-246.394524	173	GA9	GATE_NODE	4	4
1064.032961	-257.443506	174	GA9s	RAMP_NODE	3	3
-352.137154	-671.538768	175	HC1	GATE_NODE	1	1
78.533705	-519.620168	176	HC10	GATE_NODE	1	1
124.927682	-562.158815	177	HC11	GATE_NODE	1	1
55.336589	-639.033719	178	HC12	GATE_NODE	1	1
-24.937308	-696.765445	179	HC13	GATE_NODE	1	1
-51.186527	-666.684081	180	HC14	GATE_NODE	1	1
-87.508133	-639.337198	181	HC15	GATE_NODE	1	1
-116.199186	-665.468025	182	HC16	GATE_NODE	1	1
-167.685734	-615.648299	183	HC16s	RAMP_NODE	3	3
-136.649190	-682.483370	184	HC17	GATE_NODE	1	1
-161.372327	-702.233248	185	HC18	GATE_NODE	1	1
-207.729554	-651.474326	186	HC18s	RAMP_NODE	3	3
-190.368603	-732.617743	187	HC19	GATE_NODE	1	1
-238.649499	-679.226846	188	HC19s	RAMP_NODE	3	3
-301.582523	-732.411653	189	HC1s	RAMP_NODE	3	3
-315.510280	-627.785621	190	HC2	GATE_NODE	1	1
-218.754425	-756.317442	191	HC20	GATE_NODE	1	1
-273.117669	-708.492822	192	HC20s	RAMP_NODE	3	3
-276.136394	-591.932532	193	HC3	GATE_NODE	1	1
-215.839718	-659.043186	194	HC3s	RAMP_NODE	3	3
-234.320711	-551.217721	195	HC4	GATE_NODE	1	1
-195.252048	-523.872095	196	HC5	GATE_NODE	1	1
-137.779495	-590.418637	197	HC5s	RAMP_NODE	3	3
-149.773698	-518.403679	198	HC6	GATE_NODE	1	1
-9.981133	-440.923032	199	HC7	GATE_NODE	1	1
-69.837473	-473.979471	200	HC7s	RAMP_NODE	2	2
15.047199	-466.446527	201	HC8	GATE_NODE	1	1
-42.317586	-505.363538	202	HC8s	RAMP_NODE	2	2
42.822544	-491.969941	203	HC9	GATE_NODE	1	1
-11.227342	-536.227054	204	HC9s	RAMP_NODE	2	2
448.681359	1085.212878	205	HL-EN-IP	RAMP_NODE	4	4
373.076005	582.759272	206	HL-ES-IP	RAMP_NODE	4	4
407.719727	1141.835498	207	HL-NE-BYPASS	RAMP_NODE	2	2
444.804385	1133.645684	208	HL-NE-IP	RAMP_NODE	4	4
364.287375	602.365242	209	HL-SE-Dside	RAMP_NODE	2	2
-116.808958	272.824245	210	HL-SW-IP	RAMP_NODE	4	4
-151.691333	325.505647	211	HL-WS-Bside	RAMP_NODE	3	3
-106.495245	214.399157	212	HL-WS-OP	RAMP_NODE	3	3
-690.990129	-1503.007766	213	QUEUE1	QUEUE_NODE	2	2
-882.495972	1369.000967	214	QUEUE10	QUEUE_NODE	2	2
-683.139225	-1437.094372	215	QUEUE11	QUEUE_NODE	2	2
-883.557449	1390.125171	216	QUEUE12	QUEUE_NODE	2	2
528.185069	1113.609010	217	QUEUE13	QUEUE_NODE	2	2
794.361144	-1313.712137	218	QUEUE14	QUEUE_NODE	2	2
700.871417	-1307.299808	219	QUEUE15	QUEUE_NODE	2	2
-1856.317197	-1357.707162	220	QUEUE16	QUEUE_NODE	2	2
-1856.887972	-1374.723865	221	QUEUE17	QUEUE_NODE	2	2
1144.821744	848.083990	222	QUEUE18	QUEUE_NODE	2	2
-2039.123967	1235.903676	223	QUEUE19	QUEUE_NODE	2	2
807.148763	-1391.477989	224	QUEUE2	QUEUE_NODE	2	2
-740.328296	1466.713292	225	QUEUE20	QUEUE_NODE	2	2
802.226213	1230.593898	226	QUEUE21	QUEUE_NODE	2	2
821.452844	1171.041411	227	QUEUE22	QUEUE_NODE	3	3
614.795625	1220.939519	228	QUEUE23	QUEUE_NODE	3	3
625.961012	1128.458822	229	QUEUE24	QUEUE_NODE	2	2
816.576122	1205.832424	230	QUEUE25	QUEUE_NODE	3	3
1063.803744	954.805245	231	QUEUE26	QUEUE_NODE	2	2
1088.088444	926.323687	232	QUEUE27	QUEUE_NODE	2	2
-894.385409	1462.992428	233	QUEUE28	QUEUE_NODE	3	3
803.102192	-1426.468092	234	QUEUE29	QUEUE_NODE	3	3
520.304102	1104.965530	235	QUEUE3	QUEUE_NODE	4	4
703.415001	-1337.612085	236	QUEUE30	QUEUE_NODE	2	2
-2005.680028	-1389.140585	237	QUEUE31	QUEUE_NODE	2	2
-1999.149085	-1460.872753	238	QUEUE32	QUEUE_NODE	3	3
-2180.490364	1135.400288	239	QUEUE33	QUEUE_NODE	2	2
-678.112065	-1529.471438	240	QUEUE34	QUEUE_NODE	3	3
-688.663192	-1452.568886	241	QUEUE35	QUEUE_NODE	2	2
-2186.706630	1225.982672	242	QUEUE36	QUEUE_NODE	3	3
653.294153	1225.290905	243	QUEUE37	QUEUE_NODE	3	3
512.723720	1220.065978	244	QUEUE5	QUEUE_NODE	3	3
632.169734	1190.206587	245	QUEUE6	QUEUE_NODE	2	2
640.611470	1190.725554	246	QUEUE7	QUEUE_NODE	2	2
529.326803	1221.023930	247	QUEUE8	QUEUE_NODE	3	3
514.426062	1202.092152	248	QUEUE9	QUEUE_NODE	3	3
1259.299565	842.569676	249	R1-1	GATE_NODE	1	1
1222.594967	769.160481	250	R1-2	GATE_NODE	1	1
1172.759508	671.102984	251	R1-3	GATE_NODE	1	1
1121.790935	644.198243	252	R1-4	GATE_NODE	1	1
1017.692498	588.664677	253	R1-5	GATE_NODE	1	1
999.926781	-611.552360	254	R2-1	GATE_NODE	1	1
1098.961059	-739.719513	255	R2-2	GATE_NODE	1	1
1037.193182	-856.713408	256	R2-3	GATE_NODE	1	1
1021.168469	-897.490580	257	R2-4	GATE_NODE	1	1
492.743982	-506.268100	258	R3-1	GATE_NODE	1	1
462.650967	-767.057943	259	R3-2	GATE_NODE	1	1
523.589137	-933.104812	260	R3-3	GATE_NODE	1	1
530.275100	-996.064298	261	R3-4	GATE_NODE	1	1
539.189718	-1052.152099	262	R3-5	GATE_NODE	1	1
522.944739	-1151.676033	263	R3-6	GATE_NODE	1	1
479.775422	-1241.034743	264	R3-7	GATE_NODE	1	1
909.382132	1242.875656	265	RAMP13	GATE_NODE	1	1
-604.557407	-1529.295454	266	RC-18C-36C-E-E1	QUEUE_NODE	4	4
-818.213794	1474.290819	267	RC-18C-36C-E-E2	QUEUE_NODE	4	4
-812.719756	1384.046244	268	RC-18C-36C-E10-E	QUEUE_NODE	4	4
-606.388726	-1437.532526	269	RC-18C-36C-E2-E	QUEUE_NODE	4	4
-635.690111	-1090.837105	270	RC-18C-36C-E3-E	TAXI_NODE	3	3
-644.846780	-891.814282	271	RC-18C-36C-E4-SE	TAXI_NODE	3	3
-726.341383	170.455110	272	RC-18C-36C-E6-NE	TAXI_NODE	4	4
-730.309275	354.589380	273	RC-18C-36C-E7-SE	TAXI_NODE	2	2
-762.968227	686.094140	274	RC-18C-36C-E8-NE	TAXI_NODE	3	3
-788.912267	1036.437462	275	RC-18C-36C-E9-E	TAXI_NODE	3	3
-777.008533	786.062547	276	RC-18C-36C-N-E	RUNWAY_XING_NODE	6	6
-949.765429	773.013478	277	RC-18C-36C-N-W	RUNWAY_XING_NODE	4	4
-705.586209	-272.257756	278	RC-18C-36C-S-E	RUNWAY_XING_NODE	5	5
-874.069788	-282.877765	279	RC-18C-36C-S-W	RUNWAY_XING_NODE	4	4
-720.542150	-31.302609	280	RC-18C-36C-V4-E	RUNWAY_XING_NODE	4	4
-887.499650	-41.010942	281	RC-18C-36C-V4-W	RUNWAY_XING_NODE	4	4
-758.084653	513.202163	282	RC-18C-36C-V5-E	RUNWAY_XING_NODE	4	4
-925.042244	502.886808	283	RC-18C-36C-V5-W	RUNWAY_XING_NODE	4	4
753.995576	486.765476	284	RC-18L-36R-A-NE	TAXI_NODE	5	5
616.644509	336.956450	285	RC-18L-36R-A-SW	TAXI_NODE	5	5
741.783588	-1437.523614	286	RC-18L-36R-C-W	QUEUE_NODE	4	4
560.790011	840.433382	287	RC-18L-36R-C10-NW	TAXI_NODE	2	2
553.464202	1108.128000	288	RC-18L-36R-C11-W	RUNWAY_XING_NODE	7	7
543.086735	1222.375715	289	RC-18L-36R-C12-W	RUNWAY_XING_NODE	4	4
734.458405	-1321.149496	290	RC-18L-36R-C2-W	QUEUE_NODE	5	5
721.334072	-1139.447937	291	RC-18L-36R-C3-W	TAXI_NODE	5	5
692.948948	-697.043522	292	RC-18L-36R-C4-W	RUNWAY_XING_NODE	6	6
684.399647	-585.835148	293	RC-18L-36R-C5-SW	RUNWAY_XING_NODE	3	3
680.133828	-516.860910	294	RC-18L-36R-C5-W	RUNWAY_XING_NODE	5	5
663.342816	-314.193527	295	RC-18L-36R-C6-NW	TAXI_NODE	2	2
656.322827	-206.326896	296	RC-18L-36R-C7-W	RUNWAY_XING_NODE	6	6
629.463698	185.639321	297	RC-18L-36R-C9-W	TAXI_NODE	5	5
719.506423	1236.972719	298	RC-18L-36R-D-E	RUNWAY_XING_NODE	4	4
862.348147	-685.786693	299	RC-18L-36R-D2-E	RUNWAY_XING_NODE	4	4
824.804959	-362.192100	300	RC-18L-36R-D3-NE	RUNWAY_XING_NODE	4	4
818.701827	-275.288057	301	RC-18L-36R-D4-SE	RUNWAY_XING_NODE	3	3
785.738331	146.454532	302	RC-18L-36R-D5-NE	TAXI_NODE	3	3
782.380947	196.285866	303	RC-18L-36R-D6-E	TAXI_NODE	6	6
726.221177	1121.509503	304	RC-18L-36R-D8-E	RUNWAY_XING_NODE	5	5
742.092349	811.581905	305	RC-18L-36R-M-NE	RUNWAY_XING_NODE	3	3
584.291231	669.367931	306	RC-18L-36R-M-SW	RUNWAY_XING_NODE	4	4
632.420032	135.476040	307	RC-18L-36R-R-NW	RUNWAY_XING_NODE	3	3
799.780750	-30.081449	308	RC-18L-36R-R-SE	RUNWAY_XING_NODE	4	4
-2121.932368	1241.144355	309	RC-18R-36L-W-E1	QUEUE_NODE	4	4
-1929.837908	-1463.174139	310	RC-18R-36L-W-E2	QUEUE_NODE	4	4
-1935.942473	-1374.144670	311	RC-18R-36L-W2-E	QUEUE_NODE	5	5
-1943.268107	-1123.162589	312	RC-18R-36L-W3-SE	TAXI_NODE	3	3
-1969.517775	-727.847165	313	RC-18R-36L-W4-SE	TAXI_NODE	3	3
-2066.291960	538.986590	314	RC-18R-36L-W7-NE	TAXI_NODE	3	3
-2082.757811	905.682809	315	RC-18R-36L-W8-NE	TAXI_NODE	3	3
-2114.070137	1156.474168	316	RC-18R-36L-W9-E	QUEUE_NODE	5	5
1029.308692	1005.770953	317	RC-5-23-A-NW	RUNWAY_XING_NODE	5	5
1138.578735	882.116204	318	RC-5-23-A-SE	RUNWAY_XING_NODE	5	5
19.015423	-99.090581	319	RC-5-23-A4-SE	RUNWAY_XING_NODE	5	5
1049.147885	802.496355	320	RC-5-23-A8-SE	QUEUE_NODE	5	5
-75.909127	22.146431	321	RC-5-23-B-NW	RUNWAY_XING_NODE	6	6
553.158266	596.745471	322	RC-5-23-C-N1	RUNWAY_XING_NODE	4	4
540.644058	583.679109	323	RC-5-23-C-N2	RUNWAY_XING_NODE	4	4
571.166162	363.692444	324	RC-5-23-C-S	RUNWAY_XING_NODE	3	3
843.704933	847.579472	325	RC-5-23-D-N	RUNWAY_XING_NODE	5	5
823.744082	601.678307	326	RC-5-23-D-S	RUNWAY_XING_NODE	4	4
-603.336236	-380.740025	327	RC-5-23-E-N	RUNWAY_XING_NODE	5	5
-580.746929	-616.226392	328	RC-5-23-E-S	RUNWAY_XING_NODE	5	5
-519.091245	-362.821675	329	RC-5-23-F-N	RUNWAY_XING_NODE	5	5
-499.315548	-554.433928	330	RC-5-23-F-S	RUNWAY_XING_NODE	5	5
291.886119	347.271440	331	RC-5-23-G-NW	RUNWAY_XING_NODE	4	4
399.630062	224.519477	332	RC-5-23-G-SE	RUNWAY_XING_NODE	4	4
-171.139054	-52.295747	333	RC-5-23-M2-NW	TAXI_NODE	2	2
350.794427	401.055183	334	RC-5-23-R-NW	RUNWAY_XING_NODE	4	4
469.221214	280.735253	335	RC-5-23-R-SE	RUNWAY_XING_NODE	5	5
945.674893	-312.649522	336	RMP0	RAMP_NODE	3	3
982.254081	-317.634992	337	RMP0s	RAMP_NODE	2	2
-317.952133	-747.806610	338	RMP1	RAMP_NODE	2	2
235.724374	-134.638312	339	RMP10	RAMP_NODE	2	2
1101.644538	-182.887673	340	RMP100	RAMP_NODE	4	4
186.279080	824.315756	341	RMP102	RAMP_NODE	2	2
356.371545	878.255276	342	RMP103	RAMP_NODE	4	4
207.644797	845.585823	343	RMP104	RAMP_NODE	3	3
189.535821	838.513712	344	RMP104s	RAMP_NODE	2	2
273.573308	917.296533	345	RMP105	RAMP_NODE	4	4
401.767500	926.416742	346	RMP106	RAMP_NODE	2	2
149.978815	607.833556	347	RMP107	RAMP_NODE	6	6
343.748863	1100.081199	348	RMP108	RAMP_NODE	4	4
167.162653	566.951447	349	RMP109	RAMP_NODE	4	4
167.585803	-169.461627	350	RMP10s	RAMP_NODE	4	4
361.653151	1099.361527	351	RMP110	RAMP_NODE	3	3
432.289961	954.676336	352	RMP111	RAMP_NODE	2	2
146.885537	628.368514	353	RMP112s	RAMP_NODE	2	2
197.529185	600.526635	354	RMP113	RAMP_NODE	4	4
-47.595973	308.925656	355	RMP114	RAMP_NODE	7	7
59.613378	330.571808	356	RMP114s	RAMP_NODE	3	3
-35.318952	264.673738	357	RMP115	RAMP_NODE	3	3
-4.285822	284.571525	358	RMP116	RAMP_NODE	4	4
38.503600	255.940952	359	RMP117	RAMP_NODE	2	2
55.837653	223.851211	360	RMP118	RAMP_NODE	2	2
75.665230	259.121227	361	RMP119	RAMP_NODE	5	5
243.660075	-247.063026	362	RMP12	RAMP_NODE	3	3
-320.384842	546.260560	363	RMP121	RAMP_NODE	4	4
-397.061395	532.516560	364	RMP122	RAMP_NODE	6	6
-330.348710	501.171667	365	RMP123	RAMP_NODE	4	4
-328.225797	428.727723	366	RMP124	RAMP_NODE	4	4
-325.887299	524.722390	367	RMP125	RAMP_NODE	3	3
-516.196984	388.711555	368	RMP126	RAMP_NODE	4	4
-570.902994	385.305515	369	RMP127	RAMP_NODE	4	4
40.456356	305.057623	370	RMP128	RAMP_NODE	6	6
-79.571421	543.251636	371	RMP129	RAMP_NODE	5	5
253.539177	-263.651059	372	RMP12s	RAMP_NODE	2	2
179.868342	-189.332748	373	RMP13	RAMP_NODE	3	3
-44.235654	500.181205	374	RMP130	RAMP_NODE	3	3
-71.264314	626.866674	375	RMP131	RAMP_NODE	5	5
-70.210744	634.208151	376	RMP132s	RAMP_NODE	2	2
-61.204658	595.700569	377	RMP133	RAMP_NODE	4	4
-55.727070	565.514747	378	RMP133s	RAMP_NODE	5	5
-81.280916	517.232967	379	RMP134	RAMP_NODE	5	5
-78.638900	576.002202	380	RMP135	RAMP_NODE	4	4
-81.883486	473.412457	381	RMP136	RAMP_NODE	5	5
-12.106624	361.431597	382	RMP137	RAMP_NODE	4	4
-322.529903	389.508342	383	RMP138	RAMP_NODE	3	3
-313.130956	366.775469	384	RMP138s	RAMP_NODE	4	4
-287.570259	337.421835	385	RMP139	RAMP_NODE	2	2
174.514282	-212.959067	386	RMP13s	RAMP_NODE	2	2
205.507119	-218.501933	387	RMP14	RAMP_NODE	3	3
-214.863860	311.503570	388	RMP140	RAMP_NODE	3	3
-126.830364	340.608104	389	RMP141	RAMP_NODE	2	2
-85.370782	406.518506	390	RMP143	RAMP_NODE	5	5
332.516077	1210.186048	391	RMP144	RAMP_NODE	4	4
429.548812	1202.137696	392	RMP144s	RAMP_NODE	2	2
402.596876	1212.785374	393	RMP145	RAMP_NODE	6	6
424.751824	1224.547019	394	RMP145s	RAMP_NODE	3	3
-31.230651	415.859553	395	RMP146	RAMP_NODE	5	5
-252.300365	323.154794	396	RMP147	RAMP_NODE	6	6
-175.703950	318.447616	397	RMP148	RAMP_NODE	4	4
11.995642	336.936046	398	RMP149	RAMP_NODE	3	3
206.557552	-243.732218	399	RMP14s	RAMP_NODE	2	2
386.505157	1.795911	400	RMP15	RAMP_NODE	2	2
-212.354896	276.499387	401	RMP150	RAMP_NODE	2	2
90.810826	317.649735	402	RMP151	RAMP_NODE	4	4
44.311728	323.151153	403	RMP152	RAMP_NODE	5	5
134.006344	323.161926	404	RMP153	RAMP_NODE	5	5
204.286937	467.594311	405	RMP154	RAMP_NODE	4	4
214.126461	421.601998	406	RMP154s	RAMP_NODE	4	4
197.194301	485.695657	407	RMP155	RAMP_NODE	4	4
184.897246	517.077451	408	RMP156	RAMP_NODE	4	4
147.716071	1014.205307	409	RMP157	RAMP_NODE	2	2
136.222114	622.861246	410	RMP158	RAMP_NODE	3	3
122.792279	651.726970	411	RMP159	RAMP_NODE	2	2
344.558555	-30.296638	412	RMP15s	RAMP_NODE	3	3
547.052205	-545.127917	413	RMP16	RAMP_NODE	2	2
321.258709	417.352737	414	RMP161	RAMP_NODE	2	2
292.191410	407.130189	415	RMP161s	RAMP_NODE	6	6
230.820946	411.418283	416	RMP162	RAMP_NODE	6	6
-332.934038	299.060622	417	RMP162s	RAMP_NODE	3	3
239.072376	379.518072	418	RMP163	RAMP_NODE	2	2
